feature,importance
D_75_min_6,0.00041852216
B_5_max_6,0.00041841186
P_4_max_6,0.000417989
D_91_min_6,0.00041683865
R_19_max_6,0.00041648065
B_36_mean_6,0.00041611659
D_109_max_6,0.00041588026
R_16_min_6,0.00041580352
D_109_max_12,0.0004143133
D_91_max_6,0.00041426803
R_24_max_12,0.00041380178
B_15_latest,0.00041349037
D_139_min_12,0.00041260352
D_54_max_6,0.00041238125
R_28_min_6,0.00041203047
D_42_mean_6,0.00041195855
D_41_min_6,0.00041153101
B_1_max_12,0.00041151344
D_69_max_6,0.00041145046
R_20_latest,0.00041105895
D_93_min_6,0.00041050278
D_135_max_6,0.00041023362
S_20_mean_12,0.00040974998
B_10_min_6,0.0004087045
D_118_min_6,0.0004086733
S_5_mean_6,0.0004083684
R_6_mean_12,0.0004072877
B_16_min_12,0.00040715185
B_17_mean_12,0.00040706943
R_7_mean_6,0.0004066862
S_24_mean_6,0.0004060017
D_52_max_6,0.000405941
D_117_4.0_latest,0.00040587192
S_13_max_12,0.00040563455
D_107_max_12,0.00040517567
D_53_mean_6,0.00040497707
P_2_min_12,0.00040474263
R_10_mean_12,0.000404058
D_108_mean_12,0.00040396364
D_105_latest,0.00040366218
D_125_mean_12,0.00040359522
D_105_max_6,0.00040357257
D_48_min_6,0.00040353884
D_84_mean_6,0.00040353567
B_9_min_12,0.00040333558
S_20_max_6,0.00040167038
B_26_max_6,0.00040061268
S_20_mean_6,0.00040049924
B_30_0.0_RespRate_12,0.00040038693
D_123_max_6,0.00039993398
R_12_max_12,0.0003993106
S_27_mean_6,0.00039926602
D_41_max_12,0.0003990992
D_128_mean_6,0.0003980076
R_17_latest,0.00039759144
B_32_mean_6,0.00039679775
B_16_max_6,0.00039630415
D_80_min_6,0.00039609714
R_14_latest,0.000395946
R_24_mean_6,0.00039592656
D_137_mean_12,0.00039490493
D_49_max_12,0.00039429826
D_92_mean_6,0.0003914505
D_96_mean_12,0.00039099148
D_60_max_6,0.0003908823
R_28_latest,0.0003896888
R_2_max_12,0.00038942046
R_14_mean_12,0.00038911507
D_84_mean_12,0.00038893044
B_27_max_6,0.000388877
D_127_mean_12,0.000388844
R_2_mean_12,0.0003888115
B_12_min_12,0.00038858136
D_86_max_6,0.00038763805
R_6_min_6,0.00038706805
B_11_mean_6,0.00038538463
D_81_mean_12,0.00038533052
S_19_mean_6,0.00038450988
R_19_min_12,0.00038410514
D_81_latest,0.00038299448
S_22_max_6,0.00038199173
D_144_latest,0.0003814222
S_20_max_12,0.00038125378
D_139_max_6,0.0003810037
B_13_max_12,0.00038077045
D_143_min_12,0.00038072135
D_92_max_12,0.0003802672
D_145_mean_6,0.00038022464
D_48_max_6,0.0003799492
D_81_max_12,0.0003789054
B_13_mean_6,0.00037873196
S_5_max_12,0.00037856458
D_72_min_6,0.00037629728
S_25_min_12,0.00037494174
B_22_max_12,0.0003743355
D_104_latest,0.00037426708
P_4_mean_6,0.00037391175
R_3_min_6,0.0003714105
D_115_min_12,0.00037136392
D_127_mean_6,0.00037100885
D_72_min_12,0.00037039942
B_20_max_12,0.0003703176
R_16_max_12,0.00036981225
D_141_mean_6,0.00036859573
D_76_mean_12,0.0003681553
D_130_mean_12,0.00036722678
R_20_max_6,0.00036654575
D_62_max_6,0.00036487513
S_19_max_12,0.00036470653
D_92_latest,0.0003644431
B_27_max_12,0.00036405693
S_17_mean_6,0.0003639761
B_13_mean_12,0.00036336202
D_89_min_6,0.00036187907
D_130_min_12,0.00036067294
D_96_min_6,0.00036056663
B_2_max_6,0.00036054608
D_51_latest,0.00035929368
D_133_mean_12,0.0003592699
D_109_mean_12,0.00035865826
D_117_5.0_RespRate_12,0.00035779527
D_45_min_6,0.0003572632
D_124_max_6,0.00035611042
B_21_max_12,0.00035570422
B_19_min_12,0.00035547462
D_140_max_12,0.00035513256
D_61_max_6,0.0003521274
S_20_latest,0.00035179968
D_77_min_6,0.00035095622
B_26_min_12,0.00034867422
D_107_max_6,0.00034713946
D_58_max_12,0.00034483464
D_135_mean_12,0.00034444878
B_24_latest,0.00034419444
R_25_latest,0.00034412264
D_72_mean_6,0.00034344583
D_143_max_12,0.00034202647
B_20_min_6,0.00033966746
S_22_min_6,0.00033853282
B_24_min_6,0.00033790944
D_70_min_6,0.00033693705
R_19_mean_12,0.00033297617
S_24_max_6,0.00033105563
D_130_latest,0.0003309338
R_14_max_6,0.00032726213
D_71_mean_6,0.0003263425
B_15_max_6,0.00032445265
D_45_latest,0.00032381492
B_22_max_6,0.00032378215
D_107_mean_12,0.00032329027
D_71_min_6,0.0003226611
B_8_mean_6,0.00032253587
D_60_mean_6,0.00032144008
B_2_max_12,0.00032095707
D_56_mean_6,0.00031986964
D_69_min_6,0.00031927507
B_14_mean_12,0.00031868092
B_36_min_12,0.00031788088
B_27_mean_6,0.0003136754
S_23_mean_12,0.0003134647
B_15_min_12,0.00031003647
B_20_max_6,0.00030980117
D_77_mean_12,0.0003096149
D_54_min_6,0.00030900212
S_5_min_6,0.0003077652
S_16_min_12,0.0003070087
D_79_min_12,0.00030648435
B_11_min_12,0.00029811598
S_18_max_6,0.00029353422
B_33_min_12,0.00029342758
R_24_latest,0.00029040675
B_33_min_6,0.00028828607
D_48_max_12,0.00028391826
D_124_mean_6,0.00028170348
S_5_min_12,0.0002813231
R_2_mean_6,0.00028027815
D_106_mean_6,0.00027975932
S_26_min_6,0.0002750549
D_86_min_12,0.00027271014
D_139_mean_12,0.00027124656
R_4_mean_12,0.00027055753
D_86_mean_6,0.0002676048
D_119_max_12,0.00026563415
D_82_latest,0.00026560776
B_22_mean_6,0.00026216512
S_7_mean_12,0.00026024194
D_137_max_6,0.00025458916
B_18_latest,0.00025401445
D_138_max_12,0.00025272605
D_78_min_12,0.00025242977
R_13_min_12,0.0002512689
R_3_mean_6,0.0002481275
D_89_max_6,0.00024721824
S_24_mean_12,0.00024638732
R_18_mean_12,0.00024552972
D_45_max_6,0.00024433012
D_117_-1.0_RespRate_12,0.00023968663
B_16_mean_12,0.00023611596
B_28_max_6,0.00023343498
D_143_mean_6,0.00022853335
R_25_mean_6,0.00022346058
S_20_min_12,0.00021670245
B_11_min_6,0.00021591944
D_113_min_12,0.00021515836
D_74_max_12,0.00021064623
S_16_min_6,0.0002062148
R_18_min_12,0.00020509625
D_128_min_12,0.00020390865
D_125_min_6,0.0001990304
B_21_mean_12,0.00019882711
B_6_mean_6,0.00019729126
P_4_mean_12,0.00019689888
S_26_max_6,0.00018874303
D_106_min_12,0.0001871677
R_17_mean_12,0.00018261324
S_18_mean_12,0.00018027506
B_19_latest,0.00017351175
D_60_max_12,0.00016696619
D_49_max_6,0.0001634595
R_15_mean_12,0.00015767767
B_10_mean_6,0.00015343324
R_13_min_6,0.00015034268
B_37_mean_6,0.00014870956
R_4_mean_6,0.00014695445
D_68_4.0_RespRate_6,0.00014575242
R_28_mean_12,0.00014542077
B_1_mean_6,0.00013299267
D_106_max_6,0.0001207866
R_21_max_6,0.00011866449
B_13_min_12,0.000104368635
B_28_latest,9.657805e-05
B_20_mean_6,6.181929e-05
D_80_max_12,5.529308e-05
D_55_mean_6,4.9788337e-05
B_30_0.0_RespRate_6,2.839728e-06
D_64_nan_RespRate_6,0.0
D_116_0.0_Ever_12,0.0
D_64_R_Ever_6,0.0
D_66_nan_Ever_6,0.0
B_38_3.0_Ever_12,0.0
D_68_0.0_Ever_6,0.0
D_116_nan_Ever_12,0.0
D_114_nan_RespRate_12,0.0
D_114_nan_Ever_12,0.0
D_116_0.0_RespRate_12,0.0
B_38_2.0_Ever_12,0.0
D_64_U_Ever_6,0.0
D_66_0.0_RespRate_6,0.0
D_116_1.0_RespRate_12,0.0
D_64_-1_RespRate_6,0.0
D_64_nan_Ever_6,0.0
D_116_1.0_Ever_12,0.0
D_116_nan_RespRate_12,0.0
D_117_-1.0_Ever_12,0.0
B_38_4.0_Ever_12,0.0
B_30_1.0_RespRate_12,0.0
D_68_0.0_RespRate_6,0.0
D_66_nan_RespRate_6,0.0
B_30_0.0_Ever_12,0.0
D_117_2.0_Ever_12,0.0
B_38_1.0_Ever_12,0.0
D_114_1.0_Ever_12,0.0
D_64_-1_Ever_6,0.0
D_64_O_Ever_6,0.0
D_68_3.0_Ever_6,0.0
B_38_6.0_Ever_12,0.0
D_68_3.0_RespRate_6,0.0
D_68_nan_RespRate_6,0.0
B_38_7.0_Ever_12,0.0
D_68_2.0_Ever_6,0.0
D_117_1.0_Ever_12,0.0
D_68_2.0_RespRate_6,0.0
B_38_nan_RespRate_12,0.0
D_66_0.0_Ever_6,0.0
D_64_R_RespRate_6,0.0
D_68_1.0_Ever_6,0.0
D_68_5.0_Ever_6,0.0
B_38_6.0_RespRate_12,0.0
D_68_nan_Ever_6,0.0
B_38_nan_Ever_12,0.0
D_66_1.0_RespRate_6,0.0
D_66_1.0_Ever_6,0.0
D_68_6.0_Ever_6,0.0
B_30_nan_Ever_12,0.0
B_38_5.0_Ever_12,0.0
B_30_nan_RespRate_12,0.0
B_30_2.0_Ever_12,0.0
B_30_2.0_RespRate_12,0.0
D_68_4.0_Ever_6,0.0
B_30_1.0_Ever_12,0.0
D_68_1.0_RespRate_6,0.0
D_114_0.0_Ever_12,0.0
B_38_7.0_RespRate_12,0.0
D_114_1.0_RespRate_12,0.0
D_68_0.0_RespRate_12,0.0
D_117_3.0_Ever_12,0.0
D_120_nan_latest,0.0
D_120_0.0_latest,0.0
D_117_nan_latest,0.0
D_117_6.0_latest,0.0
D_117_5.0_latest,0.0
D_117_3.0_latest,0.0
D_117_2.0_latest,0.0
D_117_1.0_latest,0.0
D_117_-1.0_latest,0.0
D_116_nan_latest,0.0
D_116_1.0_latest,0.0
D_116_0.0_latest,0.0
D_114_nan_latest,0.0
D_114_1.0_latest,0.0
B_38_nan_latest,0.0
B_38_7.0_latest,0.0
B_38_6.0_latest,0.0
B_38_4.0_latest,0.0
B_38_3.0_latest,0.0
B_38_1.0_latest,0.0
B_30_nan_latest,0.0
B_30_2.0_latest,0.0
B_30_1.0_latest,0.0
B_30_0.0_latest,0.0
D_120_1.0_latest,0.0
D_126_-1.0_latest,0.0
D_68_nan_RespRate_12,0.0
D_126_0.0_latest,0.0
D_68_6.0_latest,0.0
D_68_5.0_latest,0.0
D_68_4.0_latest,0.0
D_68_3.0_latest,0.0
D_68_1.0_latest,0.0
D_68_0.0_latest,0.0
D_66_nan_latest,0.0
D_66_1.0_latest,0.0
D_66_0.0_latest,0.0
D_64_nan_latest,0.0
B_1_min_6,0.0
D_64_R_latest,0.0
D_64_O_latest,0.0
D_64_-1_latest,0.0
D_63_nan_latest,0.0
D_63_XZ_latest,0.0
D_63_XM_latest,0.0
D_63_XL_latest,0.0
D_63_CR_latest,0.0
D_63_CO_latest,0.0
D_63_CL_latest,0.0
D_126_nan_latest,0.0
D_126_1.0_latest,0.0
D_68_nan_Ever_12,0.0
D_68_6.0_Ever_12,0.0
D_117_4.0_RespRate_12,0.0
D_63_XM_Ever_12,0.0
D_63_XL_RespRate_12,0.0
D_63_CR_Ever_12,0.0
D_63_CO_Ever_12,0.0
D_63_CO_RespRate_12,0.0
D_63_CL_Ever_12,0.0
D_63_CL_RespRate_12,0.0
D_126_nan_Ever_12,0.0
D_126_nan_RespRate_12,0.0
D_126_1.0_Ever_12,0.0
D_126_1.0_RespRate_12,0.0
D_126_0.0_Ever_12,0.0
D_126_0.0_RespRate_12,0.0
D_126_-1.0_Ever_12,0.0
D_120_nan_Ever_12,0.0
D_120_nan_RespRate_12,0.0
D_120_1.0_Ever_12,0.0
D_120_0.0_Ever_12,0.0
D_117_nan_Ever_12,0.0
D_117_nan_RespRate_12,0.0
D_117_6.0_Ever_12,0.0
D_117_6.0_RespRate_12,0.0
D_117_5.0_Ever_12,0.0
D_117_4.0_Ever_12,0.0
D_63_XL_Ever_12,0.0
D_63_XZ_RespRate_12,0.0
D_68_6.0_RespRate_12,0.0
D_63_XZ_Ever_12,0.0
D_68_5.0_Ever_12,0.0
D_68_4.0_Ever_12,0.0
D_68_3.0_Ever_12,0.0
D_68_2.0_Ever_12,0.0
D_68_2.0_RespRate_12,0.0
D_68_1.0_Ever_12,0.0
D_68_1.0_RespRate_12,0.0
D_68_0.0_Ever_12,0.0
D_63_nan_RespRate_6,0.0
D_66_nan_Ever_12,0.0
D_66_1.0_Ever_12,0.0
D_66_0.0_Ever_12,0.0
D_66_0.0_RespRate_12,0.0
D_64_nan_Ever_12,0.0
D_64_nan_RespRate_12,0.0
D_64_U_Ever_12,0.0
D_64_R_Ever_12,0.0
D_64_O_Ever_12,0.0
D_45_mean_6,0.0
D_64_-1_Ever_12,0.0
D_64_-1_RespRate_12,0.0
D_63_nan_Ever_12,0.0
D_63_nan_RespRate_12,0.0
D_63_nan_Ever_6,0.0
D_142_min_6,0.0
D_63_XZ_Ever_6,0.0
B_31_mean_6,0.0
D_105_max_12,0.0
D_104_mean_12,0.0
B_29_mean_6,0.0
B_29_max_6,0.0
D_87_mean_6,0.0
D_87_min_6,0.0
D_87_max_6,0.0
D_88_mean_6,0.0
D_88_min_6,0.0
D_88_max_6,0.0
B_31_min_6,0.0
B_28_max_12,0.0
B_31_max_6,0.0
B_31_max_12,0.0
B_31_min_12,0.0
B_31_mean_12,0.0
D_88_max_12,0.0
D_88_min_12,0.0
D_88_mean_12,0.0
D_87_max_12,0.0
D_87_min_12,0.0
D_87_mean_12,0.0
D_106_mean_12,0.0
D_106_max_12,0.0
D_108_min_12,0.0
D_108_max_12,0.0
D_136_max_12,0.0
D_136_mean_12,0.0
D_134_max_12,0.0
D_134_min_12,0.0
D_142_max_6,0.0
D_131_mean_12,0.0
B_42_max_12,0.0
B_42_min_12,0.0
B_42_mean_12,0.0
D_124_mean_12,0.0
D_121_max_12,0.0
D_121_mean_12,0.0
D_115_max_12,0.0
B_40_mean_12,0.0
B_39_max_12,0.0
B_39_min_12,0.0
B_39_mean_12,0.0
D_111_max_12,0.0
D_111_min_12,0.0
D_111_mean_12,0.0
D_110_min_12,0.0
B_29_max_12,0.0
D_82_min_12,0.0
D_63_XZ_RespRate_6,0.0
D_134_mean_6,0.0
B_39_min_6,0.0
B_39_max_6,0.0
D_118_mean_6,0.0
D_119_min_6,0.0
D_121_max_6,0.0
B_7_max_12,0.0
B_7_mean_12,0.0
B_42_mean_6,0.0
B_42_min_6,0.0
B_42_max_6,0.0
D_134_max_6,0.0
D_92_max_6,0.0
D_135_mean_6,0.0
D_135_min_6,0.0
D_136_max_6,0.0
D_137_mean_6,0.0
D_137_min_6,0.0
D_138_mean_6,0.0
D_138_max_6,0.0
D_139_min_6,0.0
B_1_min_12,0.0
D_142_mean_6,0.0
B_39_mean_6,0.0
D_53_mean_12,0.0
D_111_max_6,0.0
D_111_min_6,0.0
R_9_mean_12,0.0
D_77_max_12,0.0
D_74_mean_12,0.0
D_73_max_12,0.0
D_73_min_12,0.0
D_73_mean_12,0.0
B_23_max_12,0.0
B_23_min_12,0.0
B_18_min_12,0.0
D_106_min_6,0.0
R_26_min_6,0.0
R_26_max_6,0.0
D_58_mean_12,0.0
D_108_min_6,0.0
D_108_max_6,0.0
D_56_mean_12,0.0
B_12_max_12,0.0
D_110_min_6,0.0
D_110_max_6,0.0
D_111_mean_6,0.0
B_11_mean_12,0.0
D_138_min_12,0.0
D_142_mean_12,0.0
D_142_min_12,0.0
D_117_1.0_RespRate_6,0.0
D_117_nan_RespRate_6,0.0
D_117_6.0_Ever_6,0.0
D_117_6.0_RespRate_6,0.0
D_117_5.0_Ever_6,0.0
D_117_5.0_RespRate_6,0.0
D_117_4.0_Ever_6,0.0
D_117_3.0_Ever_6,0.0
D_117_2.0_Ever_6,0.0
D_117_2.0_RespRate_6,0.0
D_117_1.0_Ever_6,0.0
D_117_-1.0_Ever_6,0.0
D_144_mean_12,0.0
D_117_-1.0_RespRate_6,0.0
D_116_nan_Ever_6,0.0
D_116_nan_RespRate_6,0.0
D_116_1.0_Ever_6,0.0
D_116_1.0_RespRate_6,0.0
D_116_0.0_Ever_6,0.0
D_116_0.0_RespRate_6,0.0
D_114_nan_Ever_6,0.0
D_114_nan_RespRate_6,0.0
D_114_1.0_Ever_6,0.0
D_117_nan_Ever_6,0.0
D_120_0.0_RespRate_6,0.0
D_120_0.0_Ever_6,0.0
D_120_1.0_RespRate_6,0.0
D_63_XM_Ever_6,0.0
D_63_XM_RespRate_6,0.0
D_63_XL_Ever_6,0.0
D_63_XL_RespRate_6,0.0
D_63_CR_Ever_6,0.0
D_63_CR_RespRate_6,0.0
D_63_CO_Ever_6,0.0
B_7_min_6,0.0
D_63_CL_Ever_6,0.0
D_63_CL_RespRate_6,0.0
D_126_nan_Ever_6,0.0
D_126_nan_RespRate_6,0.0
D_126_1.0_Ever_6,0.0
D_126_1.0_RespRate_6,0.0
D_126_0.0_Ever_6,0.0
D_126_0.0_RespRate_6,0.0
D_126_-1.0_Ever_6,0.0
D_126_-1.0_RespRate_6,0.0
D_120_nan_Ever_6,0.0
D_120_nan_RespRate_6,0.0
D_120_1.0_Ever_6,0.0
D_114_1.0_RespRate_6,0.0
D_114_0.0_Ever_6,0.0
D_114_0.0_RespRate_6,0.0
D_111_latest,0.0
D_106_latest,0.0
D_55_min_6,0.0
D_56_min_6,0.0
B_13_max_6,0.0
B_31_latest,0.0
D_88_latest,0.0
D_87_latest,0.0
B_14_max_6,0.0
D_59_max_6,0.0
D_60_min_6,0.0
D_76_latest,0.0
D_73_latest,0.0
B_18_mean_6,0.0
B_23_mean_6,0.0
D_73_mean_6,0.0
D_73_min_6,0.0
D_73_max_6,0.0
D_75_mean_6,0.0
D_75_max_6,0.0
D_76_min_6,0.0
D_76_max_6,0.0
D_108_latest,0.0
B_42_latest,0.0
B_38_nan_Ever_6,0.0
D_52_mean_6,0.0
B_38_nan_RespRate_6,0.0
B_38_7.0_Ever_6,0.0
B_38_7.0_RespRate_6,0.0
B_38_6.0_Ever_6,0.0
B_38_5.0_Ever_6,0.0
B_38_4.0_Ever_6,0.0
B_38_4.0_RespRate_6,0.0
B_38_3.0_Ever_6,0.0
B_38_2.0_Ever_6,0.0
B_38_2.0_RespRate_6,0.0
B_38_1.0_Ever_6,0.0
B_38_1.0_RespRate_6,0.0
B_30_nan_Ever_6,0.0
B_30_nan_RespRate_6,0.0
B_30_2.0_Ever_6,0.0
B_30_2.0_RespRate_6,0.0
B_30_1.0_Ever_6,0.0
B_30_1.0_RespRate_6,0.0
B_30_0.0_Ever_6,0.0
D_142_latest,0.0
D_137_latest,0.0
D_68_nan_latest,0.0
