feature,importance
B_24_latest,0.0005152725
R_20_mean_6,0.000515182
R_16_max_6,0.0005149784
S_15_latest,0.00051496114
R_17_max_12,0.00051486446
D_103_mean_6,0.00051430106
B_36_latest,0.00051401625
S_25_min_12,0.000513869
D_122_latest,0.00051346223
B_17_max_12,0.0005123476
D_92_min_6,0.00051218487
S_22_mean_12,0.0005113956
D_114_0.0_RespRate_6,0.0005112761
D_106_max_12,0.00051048555
B_21_min_6,0.00051016774
S_6_min_12,0.00050852343
D_124_min_12,0.0005080515
B_12_latest,0.00050791184
D_83_mean_12,0.0005077991
D_130_min_12,0.0005072617
D_41_max_6,0.00050695275
D_123_min_12,0.000506931
S_17_latest,0.00050530705
R_1_min_12,0.00050530426
B_38_5.0_Ever_6,0.00050436176
D_65_min_12,0.00050406664
B_32_max_6,0.00050288806
D_79_mean_6,0.00050247286
R_12_latest,0.0005013819
D_79_min_12,0.0005011121
R_28_max_12,0.0005004638
B_18_min_12,0.0004986389
R_18_max_6,0.0004980552
D_145_mean_6,0.0004964009
R_17_mean_12,0.0004949623
B_26_mean_6,0.00049377274
R_11_max_12,0.0004931444
R_21_mean_6,0.0004924246
D_71_latest,0.00049228745
B_28_mean_6,0.0004922014
B_23_mean_6,0.0004909284
D_103_min_6,0.00049073965
D_56_min_12,0.000490206
R_20_max_6,0.0004897948
R_19_mean_6,0.00048918265
D_117_-1.0_RespRate_12,0.0004889731
D_78_max_6,0.00048851327
D_127_mean_12,0.00048712222
D_122_min_6,0.00048700758
B_5_mean_6,0.0004865573
R_25_mean_12,0.0004855981
D_127_latest,0.00048547622
D_79_max_12,0.00048454764
B_6_min_6,0.0004826011
D_86_mean_6,0.00048257844
S_26_min_12,0.00048154744
R_22_max_6,0.00048140532
R_23_max_6,0.00048098515
R_14_max_12,0.00048087921
S_27_min_6,0.00047862923
P_3_max_6,0.00047815946
R_25_latest,0.00047761502
D_64_R_Ever_12,0.00047670046
B_22_min_12,0.00047568118
D_122_mean_12,0.00047483417
B_1_min_6,0.0004733099
D_50_min_6,0.00047292025
P_3_mean_12,0.0004727659
D_61_mean_12,0.0004708893
D_130_min_6,0.0004708338
R_5_latest,0.0004708214
D_125_mean_12,0.00047015844
R_20_latest,0.00046975396
D_78_latest,0.00046925186
R_12_min_6,0.0004677729
B_25_max_12,0.00046688365
R_20_min_6,0.00046665472
B_13_latest,0.00046579607
R_3_min_6,0.00046545087
R_3_max_6,0.00046413802
D_55_latest,0.00046345155
D_84_mean_6,0.0004617819
S_12_max_12,0.0004617162
B_37_max_12,0.00046164566
D_122_min_12,0.00046107103
D_142_max_12,0.0004608534
S_24_min_12,0.00046062836
R_26_min_6,0.0004605213
D_108_min_6,0.0004595973
D_48_min_6,0.00045891767
B_12_max_12,0.00045728608
B_3_max_12,0.00045511712
R_6_min_12,0.00045375113
R_4_max_12,0.0004520567
D_86_latest,0.00045198665
D_68_5.0_RespRate_6,0.0004519126
B_27_mean_6,0.00045161063
D_65_min_6,0.0004511251
D_134_min_12,0.00045108792
R_25_min_6,0.0004505878
D_41_min_6,0.00045054828
S_17_max_6,0.00044932385
D_71_max_12,0.0004490856
D_76_max_6,0.00044857623
R_26_mean_12,0.00044775417
S_22_min_6,0.00044724543
R_11_min_12,0.00044678524
R_9_latest,0.0004447014
D_127_min_12,0.0004432305
R_15_min_12,0.0004414269
D_61_min_6,0.00044138328
D_122_max_6,0.0004412654
S_17_min_12,0.00043921103
B_16_mean_6,0.00043861978
D_105_max_12,0.00043769376
B_2_min_6,0.00043682943
B_16_mean_12,0.00043618664
R_28_min_6,0.00043524592
S_5_mean_12,0.00043495695
D_121_max_6,0.00043465552
D_141_min_6,0.00043349602
D_104_latest,0.00043282882
B_19_mean_6,0.00043050662
D_42_mean_6,0.0004303479
D_134_latest,0.00042987822
D_130_mean_12,0.00042879072
R_16_max_12,0.00042733803
B_33_min_6,0.00042595033
D_113_mean_6,0.00042504957
D_143_min_12,0.00042469555
D_131_max_6,0.0004246449
D_51_mean_6,0.00042415643
B_21_min_12,0.00042351527
B_22_max_12,0.0004231409
D_54_mean_12,0.00042257426
R_14_mean_6,0.00042206034
R_8_min_6,0.00042046054
B_17_max_6,0.00041946585
R_2_mean_6,0.00041848584
S_23_max_6,0.00041837926
S_20_max_12,0.0004178798
D_93_mean_6,0.00041580448
D_77_mean_6,0.00041574365
B_25_min_6,0.00041534164
D_125_min_6,0.00041489722
D_75_max_6,0.0004146646
D_139_mean_6,0.00041441238
B_18_min_6,0.00041209525
R_15_mean_6,0.00041183337
S_23_min_12,0.0004116938
S_16_min_12,0.00040746952
D_104_min_6,0.00040275868
R_19_max_12,0.0004025135
D_86_min_12,0.00040160073
S_7_min_12,0.00040016905
D_102_max_6,0.0003968623
S_23_min_6,0.000396493
D_49_latest,0.0003951925
B_22_min_6,0.00039298536
D_112_min_6,0.00039228468
B_36_min_12,0.00039206885
R_17_mean_6,0.00039178177
D_62_latest,0.00039044363
R_12_mean_6,0.00038953446
D_48_mean_6,0.00038766602
D_79_max_6,0.0003872589
D_131_min_12,0.00038676447
D_112_max_6,0.00038566068
B_17_mean_6,0.00038122537
D_133_mean_12,0.00037953875
D_70_max_6,0.00037830631
S_27_mean_6,0.00037774222
R_7_mean_6,0.00037770654
D_92_max_12,0.00037201992
D_140_max_12,0.00037121627
D_93_mean_12,0.0003709482
D_51_min_12,0.0003705692
D_75_latest,0.00035937037
D_117_4.0_RespRate_6,0.000359171
B_41_mean_6,0.00035855
D_105_min_12,0.00035714675
B_21_latest,0.00035640318
B_23_max_6,0.0003563472
R_28_max_6,0.0003562974
D_45_mean_6,0.00035185224
R_28_mean_6,0.00035063713
D_91_min_6,0.00034226486
S_16_min_6,0.00034183217
D_75_max_12,0.00033962037
D_55_max_12,0.0003347664
R_12_mean_12,0.0003346161
D_60_mean_6,0.00033460738
S_7_max_12,0.0003343637
D_137_mean_6,0.0003328636
R_14_min_6,0.00033179534
D_102_mean_6,0.0003289745
D_128_mean_6,0.00032387153
B_22_mean_12,0.0003219185
B_2_max_12,0.00031447597
B_27_min_12,0.0003104946
S_26_mean_12,0.0003031408
D_56_min_6,0.0002947896
S_13_mean_6,0.0002945971
D_69_mean_6,0.00029457844
D_145_latest,0.00028690748
B_16_max_6,0.00027803768
D_74_mean_12,0.0002658089
D_50_max_6,0.000265105
R_23_min_12,0.00026509192
D_118_mean_12,0.0002604703
D_129_min_12,0.00025901562
D_58_max_6,0.00025564048
B_28_latest,0.00024623037
S_17_max_12,0.00023190105
B_38_6.0_RespRate_12,0.00023148394
D_64_U_RespRate_12,0.0002266021
B_32_max_12,0.00022606355
D_76_min_6,0.00022468065
R_27_max_12,0.00020763869
D_120_0.0_RespRate_6,0.00020654428
D_84_mean_12,0.00020271126
B_7_mean_12,0.0001775585
S_6_mean_6,0.00017754652
D_106_mean_6,0.00014119397
B_13_max_6,0.00012420841
D_59_mean_6,9.4050905e-05
R_26_latest,8.3495e-05
R_27_max_6,6.921761e-05
D_115_max_12,3.7660673e-05
D_68_2.0_RespRate_6,0.0
D_68_2.0_Ever_6,0.0
D_117_3.0_RespRate_12,0.0
D_68_1.0_Ever_6,0.0
D_117_2.0_RespRate_12,0.0
D_68_1.0_RespRate_6,0.0
D_117_1.0_Ever_12,0.0
D_117_4.0_Ever_12,0.0
D_68_0.0_Ever_6,0.0
D_117_4.0_RespRate_12,0.0
D_64_R_RespRate_6,0.0
D_117_5.0_Ever_12,0.0
D_64_R_Ever_6,0.0
D_64_U_RespRate_6,0.0
D_64_U_Ever_6,0.0
D_64_nan_RespRate_6,0.0
D_64_nan_Ever_6,0.0
D_68_0.0_RespRate_6,0.0
D_66_0.0_RespRate_6,0.0
D_66_0.0_Ever_6,0.0
D_66_1.0_RespRate_6,0.0
D_68_3.0_Ever_6,0.0
D_66_1.0_Ever_6,0.0
D_66_nan_Ever_6,0.0
D_68_3.0_RespRate_6,0.0
D_116_1.0_Ever_12,0.0
D_68_4.0_RespRate_6,0.0
D_114_1.0_RespRate_12,0.0
D_114_nan_RespRate_12,0.0
B_30_nan_Ever_12,0.0
B_38_1.0_RespRate_12,0.0
B_38_1.0_Ever_12,0.0
D_114_1.0_Ever_12,0.0
B_38_2.0_Ever_12,0.0
B_38_3.0_Ever_12,0.0
D_114_0.0_Ever_12,0.0
D_114_nan_Ever_12,0.0
D_117_3.0_Ever_12,0.0
B_38_4.0_Ever_12,0.0
B_38_5.0_RespRate_12,0.0
B_38_nan_Ever_12,0.0
B_38_nan_RespRate_12,0.0
B_38_7.0_Ever_12,0.0
B_38_6.0_Ever_12,0.0
B_30_nan_RespRate_12,0.0
D_116_0.0_RespRate_12,0.0
D_68_4.0_Ever_6,0.0
D_68_nan_RespRate_6,0.0
D_117_1.0_RespRate_12,0.0
D_117_-1.0_Ever_12,0.0
D_68_5.0_Ever_6,0.0
D_68_6.0_RespRate_6,0.0
D_68_6.0_Ever_6,0.0
D_116_nan_Ever_12,0.0
D_116_nan_RespRate_12,0.0
D_68_nan_Ever_6,0.0
B_30_2.0_Ever_12,0.0
B_30_0.0_RespRate_12,0.0
B_30_0.0_Ever_12,0.0
B_30_1.0_RespRate_12,0.0
D_116_1.0_RespRate_12,0.0
B_30_1.0_Ever_12,0.0
B_30_2.0_RespRate_12,0.0
D_116_0.0_Ever_12,0.0
D_114_0.0_RespRate_12,0.0
D_68_3.0_Ever_12,0.0
D_117_6.0_Ever_12,0.0
D_126_-1.0_latest,0.0
D_120_1.0_latest,0.0
D_120_0.0_latest,0.0
D_117_nan_latest,0.0
D_117_6.0_latest,0.0
D_117_4.0_latest,0.0
D_117_3.0_latest,0.0
D_117_2.0_latest,0.0
D_117_1.0_latest,0.0
D_117_-1.0_latest,0.0
D_116_nan_latest,0.0
D_116_1.0_latest,0.0
D_116_0.0_latest,0.0
D_114_nan_latest,0.0
D_114_1.0_latest,0.0
D_114_0.0_latest,0.0
B_38_nan_latest,0.0
B_38_7.0_latest,0.0
B_38_6.0_latest,0.0
B_38_5.0_latest,0.0
B_38_4.0_latest,0.0
B_38_3.0_latest,0.0
B_38_2.0_latest,0.0
B_38_1.0_latest,0.0
D_120_nan_latest,0.0
D_126_0.0_latest,0.0
B_30_2.0_latest,0.0
D_126_1.0_latest,0.0
D_68_6.0_latest,0.0
D_68_5.0_latest,0.0
D_68_4.0_latest,0.0
D_68_3.0_latest,0.0
D_68_2.0_latest,0.0
D_68_1.0_latest,0.0
D_68_0.0_latest,0.0
D_66_nan_latest,0.0
D_66_1.0_latest,0.0
D_66_0.0_latest,0.0
D_64_nan_latest,0.0
D_64_U_latest,0.0
D_64_R_latest,0.0
D_64_O_latest,0.0
D_64_-1_latest,0.0
D_63_nan_latest,0.0
D_63_XZ_latest,0.0
D_63_XM_latest,0.0
D_63_XL_latest,0.0
D_63_CR_latest,0.0
D_63_CO_latest,0.0
D_63_CL_latest,0.0
D_126_nan_latest,0.0
B_30_nan_latest,0.0
B_30_1.0_latest,0.0
D_117_nan_RespRate_12,0.0
D_64_-1_RespRate_12,0.0
D_63_nan_RespRate_12,0.0
D_63_XZ_Ever_12,0.0
D_63_XM_Ever_12,0.0
D_63_XL_Ever_12,0.0
D_63_XL_RespRate_12,0.0
D_63_CR_Ever_12,0.0
D_63_CR_RespRate_12,0.0
D_63_CO_Ever_12,0.0
D_63_CO_RespRate_12,0.0
D_63_CL_Ever_12,0.0
D_126_nan_Ever_12,0.0
D_126_nan_RespRate_12,0.0
D_126_1.0_Ever_12,0.0
D_126_1.0_RespRate_12,0.0
D_126_0.0_Ever_12,0.0
D_126_0.0_RespRate_12,0.0
D_126_-1.0_Ever_12,0.0
D_120_nan_Ever_12,0.0
D_120_nan_RespRate_12,0.0
D_120_1.0_RespRate_12,0.0
D_120_0.0_Ever_12,0.0
D_120_0.0_RespRate_12,0.0
D_117_nan_Ever_12,0.0
D_63_nan_Ever_12,0.0
D_64_-1_Ever_12,0.0
B_30_0.0_latest,0.0
D_64_O_RespRate_12,0.0
D_68_nan_Ever_12,0.0
D_68_nan_RespRate_12,0.0
D_68_6.0_Ever_12,0.0
D_68_6.0_RespRate_12,0.0
D_68_5.0_Ever_12,0.0
D_68_5.0_RespRate_12,0.0
D_68_4.0_Ever_12,0.0
D_68_4.0_RespRate_12,0.0
D_68_3.0_RespRate_12,0.0
D_68_2.0_Ever_12,0.0
D_68_2.0_RespRate_12,0.0
D_68_1.0_Ever_12,0.0
D_68_1.0_RespRate_12,0.0
D_68_0.0_RespRate_12,0.0
B_1_mean_6,0.0
D_66_1.0_RespRate_12,0.0
D_66_0.0_Ever_12,0.0
D_66_0.0_RespRate_12,0.0
D_64_nan_Ever_12,0.0
D_64_nan_RespRate_12,0.0
D_64_U_Ever_12,0.0
D_64_R_RespRate_12,0.0
D_64_O_Ever_12,0.0
D_64_O_Ever_6,0.0
D_106_mean_12,0.0
D_64_-1_Ever_6,0.0
B_31_mean_12,0.0
D_88_min_12,0.0
D_88_mean_12,0.0
R_18_mean_12,0.0
D_87_max_12,0.0
D_87_min_12,0.0
D_87_mean_12,0.0
S_18_mean_12,0.0
D_82_min_12,0.0
D_82_mean_12,0.0
R_9_max_12,0.0
R_9_mean_12,0.0
B_26_mean_12,0.0
D_76_mean_12,0.0
D_75_mean_12,0.0
D_73_min_12,0.0
D_73_mean_6,0.0
D_73_max_6,0.0
B_20_min_12,0.0
B_18_max_12,0.0
B_25_mean_6,0.0
B_14_mean_12,0.0
D_88_max_12,0.0
B_31_min_12,0.0
D_135_max_12,0.0
B_31_max_12,0.0
D_134_mean_12,0.0
D_55_max_6,0.0
B_42_max_12,0.0
B_42_min_12,0.0
B_42_mean_12,0.0
B_39_max_12,0.0
B_39_mean_12,0.0
D_111_max_12,0.0
D_111_min_12,0.0
D_111_mean_12,0.0
D_110_max_12,0.0
D_110_mean_12,0.0
D_108_max_12,0.0
D_108_min_12,0.0
D_108_mean_12,0.0
R_26_max_12,0.0
R_26_min_12,0.0
D_106_min_12,0.0
B_33_mean_6,0.0
D_93_min_12,0.0
R_20_max_12,0.0
D_58_mean_12,0.0
R_5_mean_12,0.0
S_6_mean_12,0.0
B_11_mean_12,0.0
D_87_mean_6,0.0
D_87_min_6,0.0
D_87_max_6,0.0
D_119_min_6,0.0
D_115_max_6,0.0
D_88_mean_6,0.0
D_88_min_6,0.0
D_88_max_6,0.0
B_39_max_6,0.0
B_39_min_6,0.0
B_31_mean_6,0.0
D_111_max_6,0.0
B_31_min_6,0.0
D_111_mean_6,0.0
D_110_max_6,0.0
D_110_min_6,0.0
D_110_mean_6,0.0
B_31_max_6,0.0
D_108_max_6,0.0
R_26_mean_6,0.0
D_104_max_6,0.0
D_124_min_6,0.0
B_42_mean_6,0.0
B_42_min_6,0.0
B_2_mean_12,0.0
R_9_mean_6,0.0
D_52_mean_12,0.0
D_50_min_12,0.0
B_6_mean_12,0.0
D_49_max_12,0.0
D_49_mean_12,0.0
D_45_mean_12,0.0
B_3_mean_12,0.0
D_41_min_12,0.0
D_142_min_6,0.0
B_42_max_6,0.0
D_142_mean_6,0.0
D_138_max_6,0.0
D_138_min_6,0.0
D_137_max_6,0.0
D_136_mean_6,0.0
D_135_max_6,0.0
D_134_max_6,0.0
D_134_mean_6,0.0
B_29_min_6,0.0
D_134_max_12,0.0
D_136_mean_12,0.0
D_64_-1_RespRate_6,0.0
D_120_nan_RespRate_6,0.0
D_120_1.0_RespRate_6,0.0
D_120_0.0_Ever_6,0.0
D_117_nan_Ever_6,0.0
D_117_nan_RespRate_6,0.0
D_117_6.0_Ever_6,0.0
D_117_5.0_Ever_6,0.0
D_117_5.0_RespRate_6,0.0
D_117_4.0_Ever_6,0.0
D_117_3.0_Ever_6,0.0
D_117_3.0_RespRate_6,0.0
D_117_2.0_Ever_6,0.0
D_117_2.0_RespRate_6,0.0
D_117_1.0_Ever_6,0.0
D_117_1.0_RespRate_6,0.0
D_117_-1.0_Ever_6,0.0
D_116_nan_Ever_6,0.0
D_116_nan_RespRate_6,0.0
D_116_1.0_Ever_6,0.0
D_116_1.0_RespRate_6,0.0
D_116_0.0_Ever_6,0.0
D_116_0.0_RespRate_6,0.0
D_120_1.0_Ever_6,0.0
D_120_nan_Ever_6,0.0
D_137_mean_12,0.0
D_126_-1.0_RespRate_6,0.0
D_63_nan_Ever_6,0.0
D_63_nan_RespRate_6,0.0
D_63_XZ_Ever_6,0.0
D_63_XZ_RespRate_6,0.0
D_63_XM_Ever_6,0.0
D_63_XM_RespRate_6,0.0
D_63_XL_Ever_6,0.0
D_63_XL_RespRate_6,0.0
D_63_CR_Ever_6,0.0
D_63_CR_RespRate_6,0.0
D_63_CO_Ever_6,0.0
D_63_CO_RespRate_6,0.0
D_63_CL_Ever_6,0.0
D_63_CL_RespRate_6,0.0
D_126_nan_Ever_6,0.0
D_126_nan_RespRate_6,0.0
D_126_1.0_Ever_6,0.0
D_126_1.0_RespRate_6,0.0
D_126_0.0_Ever_6,0.0
D_126_0.0_RespRate_6,0.0
D_126_-1.0_Ever_6,0.0
D_114_nan_Ever_6,0.0
D_114_nan_RespRate_6,0.0
D_114_1.0_RespRate_6,0.0
D_114_0.0_Ever_6,0.0
D_124_latest,0.0
D_115_latest,0.0
B_4_mean_6,0.0
B_39_latest,0.0
B_4_min_6,0.0
D_110_latest,0.0
D_108_latest,0.0
B_31_latest,0.0
D_88_latest,0.0
D_87_latest,0.0
B_29_latest,0.0
D_73_latest,0.0
B_6_mean_6,0.0
B_20_latest,0.0
S_8_latest,0.0
D_52_mean_6,0.0
S_7_mean_6,0.0
D_142_mean_12,0.0
D_138_max_12,0.0
D_138_mean_12,0.0
D_137_min_12,0.0
B_42_latest,0.0
D_136_latest,0.0
D_137_latest,0.0
B_38_2.0_RespRate_6,0.0
B_38_nan_Ever_6,0.0
B_38_nan_RespRate_6,0.0
B_38_7.0_Ever_6,0.0
B_38_7.0_RespRate_6,0.0
B_38_6.0_RespRate_6,0.0
B_38_4.0_Ever_6,0.0
B_38_4.0_RespRate_6,0.0
B_38_3.0_Ever_6,0.0
B_38_2.0_Ever_6,0.0
B_38_1.0_Ever_6,0.0
D_142_latest,0.0
B_38_1.0_RespRate_6,0.0
B_30_nan_Ever_6,0.0
B_30_nan_RespRate_6,0.0
B_30_2.0_Ever_6,0.0
B_30_2.0_RespRate_6,0.0
B_30_1.0_Ever_6,0.0
B_30_1.0_RespRate_6,0.0
B_30_0.0_Ever_6,0.0
B_30_0.0_RespRate_6,0.0
D_68_nan_latest,0.0
