feature,importance
B_23_mean_12,0.000940796
D_94_mean_12,0.00094024895
D_46_latest,0.00093881035
D_136_max_12,0.00093808176
R_11_latest,0.0009370986
P_4_mean_12,0.0009323846
S_15_min_12,0.00093126576
D_131_max_12,0.000930733
D_117_5.0_latest,0.0009301014
D_47_max_6,0.0009252035
S_12_mean_6,0.00092386187
D_128_min_6,0.00092136336
D_53_min_12,0.0009201722
D_72_mean_12,0.00091971824
R_10_latest,0.0009195135
B_37_mean_6,0.0009186042
D_41_mean_12,0.0009184431
D_43_min_6,0.00091681833
D_55_min_12,0.00091498217
S_13_max_6,0.00091408245
D_60_min_12,0.0009106156
B_1_mean_12,0.00090979814
B_37_max_6,0.00090963824
B_10_mean_12,0.0009091017
D_123_mean_6,0.00090595114
B_5_min_6,0.0009041323
D_53_mean_6,0.0009039582
D_105_mean_12,0.0009039549
B_6_max_6,0.0009032683
B_28_mean_12,0.00090298767
D_65_max_12,0.0009018967
D_135_min_6,0.00090183446
D_119_min_12,0.0009008997
D_107_mean_12,0.0008998141
D_72_max_12,0.00089847716
D_39_min_12,0.00089692115
R_5_min_6,0.00089592993
D_76_latest,0.00089492963
D_86_max_6,0.0008948469
S_6_latest,0.0008938608
D_51_min_6,0.00089153886
D_60_max_6,0.0008911955
D_58_mean_6,0.00089062605
B_7_mean_6,0.0008881884
B_38_3.0_RespRate_6,0.0008881121
D_124_mean_6,0.0008875777
D_132_min_6,0.00088462594
B_20_max_6,0.0008845251
R_22_max_12,0.0008844434
B_13_min_6,0.0008843514
D_131_mean_6,0.0008828408
D_44_mean_6,0.000882201
D_96_mean_12,0.0008818535
B_5_max_6,0.0008814901
P_2_mean_6,0.0008806264
D_94_latest,0.0008802936
D_135_mean_12,0.0008772091
D_109_min_6,0.00087661244
R_6_min_6,0.0008765433
B_24_mean_6,0.00087198126
D_111_latest,0.00087126775
S_22_max_12,0.0008682808
S_24_max_12,0.00086816243
D_113_max_12,0.0008678493
D_60_mean_12,0.0008670963
D_132_max_12,0.00086641073
R_22_min_12,0.0008646894
D_72_latest,0.00086460286
D_86_mean_12,0.000864504
R_6_latest,0.0008629352
D_92_mean_6,0.0008623603
D_127_max_12,0.00086218695
R_1_max_6,0.0008618429
D_53_latest,0.00086051197
R_10_max_12,0.00085961906
D_50_latest,0.00085747323
D_118_min_6,0.0008573779
D_82_max_12,0.0008572406
D_121_max_12,0.000856508
B_37_latest,0.0008557134
D_102_min_12,0.00085508986
D_118_max_6,0.0008530476
D_117_-1.0_RespRate_6,0.00085194834
D_83_latest,0.0008516095
D_69_max_12,0.00085036416
D_77_min_6,0.00084866845
B_3_min_6,0.00084818265
D_128_max_12,0.0008479268
B_39_mean_6,0.0008470253
D_117_5.0_RespRate_12,0.00084702316
D_121_mean_12,0.0008466759
D_103_mean_12,0.0008465755
S_11_min_12,0.0008449714
R_25_min_12,0.00084472634
B_5_max_12,0.0008416058
B_38_3.0_RespRate_12,0.0008415712
D_112_max_12,0.00084132515
B_29_min_12,0.000840685
D_107_latest,0.0008397452
R_26_max_6,0.00083951023
B_38_5.0_RespRate_6,0.00083829055
D_72_min_12,0.00083828834
D_129_min_6,0.00083756767
R_11_max_6,0.0008374866
D_74_max_12,0.00083705114
B_3_max_6,0.00083701534
D_122_mean_6,0.0008363182
S_16_mean_12,0.00083584205
D_62_min_12,0.0008323608
S_13_latest,0.0008317837
D_111_min_6,0.00083157804
D_123_max_6,0.0008312529
S_24_mean_12,0.00083108735
B_9_max_12,0.00083076046
R_4_min_12,0.0008287399
S_11_mean_12,0.0008269198
R_14_max_6,0.000826599
D_61_max_12,0.0008265344
S_26_mean_6,0.0008259688
R_24_latest,0.00082579115
S_9_latest,0.0008244309
D_51_mean_12,0.00082406134
D_132_mean_6,0.00082390656
P_3_min_6,0.00082315743
D_107_mean_6,0.000822611
B_10_min_12,0.0008202118
B_11_max_12,0.000819254
D_60_max_12,0.0008192026
D_142_min_12,0.0008187455
D_115_min_6,0.0008182378
D_89_mean_6,0.00081813056
D_59_max_6,0.0008173428
B_40_mean_6,0.0008173135
D_138_mean_6,0.00081520114
B_20_mean_6,0.00081378425
D_58_min_6,0.0008127136
D_140_min_12,0.0008126133
S_12_mean_12,0.0008114919
D_105_mean_6,0.00080951006
B_33_mean_12,0.0008079478
R_11_min_6,0.000807479
R_10_min_6,0.0008071429
P_3_max_12,0.00080649834
D_105_min_6,0.0008058098
R_27_min_12,0.0008053218
P_4_mean_6,0.00080329337
D_83_mean_6,0.00080147217
S_19_latest,0.0007959847
D_53_max_6,0.00079596567
D_43_max_12,0.0007956783
D_144_min_12,0.0007950661
D_69_latest,0.0007945488
D_43_min_12,0.00079182454
B_29_max_6,0.0007911203
D_115_mean_6,0.0007907806
D_76_mean_6,0.00079047255
D_115_mean_12,0.00078801095
D_51_max_6,0.0007877181
D_55_mean_12,0.00078753656
R_19_latest,0.0007866795
B_24_min_12,0.00078561803
S_25_max_12,0.0007852157
R_20_mean_12,0.0007851562
B_25_mean_12,0.00078490685
D_89_mean_12,0.0007848778
B_41_latest,0.00078376906
D_138_latest,0.0007831738
D_107_min_12,0.0007814021
D_145_min_6,0.00078122807
R_8_max_6,0.00078117696
S_3_min_12,0.00078115944
B_1_max_12,0.0007809488
D_77_min_12,0.00078030885
S_17_mean_6,0.0007802391
D_51_latest,0.0007797016
D_129_max_12,0.0007796937
D_91_mean_12,0.00077968737
R_13_min_12,0.0007791222
S_15_min_6,0.00077781343
B_12_mean_12,0.0007765636
R_17_max_6,0.0007752586
B_21_mean_6,0.00077509566
D_42_max_12,0.000774456
D_145_max_12,0.0007744227
B_11_mean_6,0.00077431806
D_130_mean_6,0.00077414286
D_103_min_12,0.00077377906
B_13_mean_12,0.00077346084
B_37_min_6,0.0007734093
D_121_latest,0.00077303126
R_21_max_6,0.00077260553
R_8_max_12,0.0007708932
B_20_mean_12,0.00076927175
R_9_max_6,0.000767295
B_22_max_6,0.0007665625
D_143_latest,0.0007660619
D_123_mean_12,0.0007658159
D_133_min_12,0.0007655204
R_18_latest,0.00076489564
P_2_max_12,0.0007646997
D_145_mean_12,0.00076454936
R_1_mean_6,0.00076399074
D_44_min_6,0.0007609933
D_102_min_6,0.0007606693
P_4_max_6,0.00075990113
R_15_max_12,0.00075926597
D_79_latest,0.00075912743
D_140_max_6,0.00075865444
D_65_max_6,0.00075751566
D_130_max_6,0.00075719244
D_59_latest,0.00075697934
D_131_min_6,0.0007569004
S_8_min_6,0.00075681566
S_12_min_12,0.0007565984
R_23_mean_6,0.00075588404
S_24_max_6,0.00075458863
S_5_mean_6,0.0007536371
D_140_min_6,0.00075335085
D_76_min_12,0.0007530579
B_10_mean_6,0.0007526535
B_18_latest,0.0007499311
D_89_latest,0.00074982806
B_16_latest,0.0007479606
B_9_min_6,0.0007470559
D_125_max_6,0.0007466691
D_139_min_6,0.0007465764
D_140_latest,0.00074573833
B_1_min_12,0.00074455765
P_3_mean_6,0.0007441337
R_11_mean_6,0.0007437072
S_24_min_6,0.00074338354
D_71_min_12,0.00074330776
D_66_1.0_Ever_12,0.00074201514
B_15_max_12,0.0007417895
S_6_min_6,0.0007412415
R_27_mean_6,0.0007410037
B_28_max_12,0.000740445
S_18_max_6,0.00073970103
D_139_min_12,0.00073792733
D_136_max_6,0.00073775725
R_10_max_6,0.00073771115
R_7_min_6,0.0007374855
D_70_max_12,0.0007371728
D_52_min_6,0.0007364821
B_2_min_12,0.0007359565
D_47_mean_6,0.0007359295
B_25_min_12,0.0007356892
D_112_min_12,0.0007356061
D_58_latest,0.000735307
B_12_min_6,0.00073511817
R_22_min_6,0.00073486567
D_92_latest,0.0007346693
S_19_min_12,0.0007330106
R_7_max_6,0.00073246495
R_13_min_6,0.0007322991
D_121_min_12,0.0007314285
D_109_min_12,0.0007308802
R_25_max_12,0.0007297648
R_15_mean_12,0.00072874775
S_16_latest,0.0007285464
R_7_max_12,0.0007283132
R_4_latest,0.00072826276
D_139_max_12,0.00072778785
B_19_max_12,0.0007273992
S_19_min_6,0.00072717894
B_6_max_12,0.000727132
B_33_latest,0.0007261242
S_22_min_12,0.00072588754
R_1_min_6,0.00072489696
D_54_mean_6,0.00072468066
D_79_min_6,0.0007240711
D_139_mean_12,0.00072400144
D_77_mean_12,0.0007236711
D_83_min_6,0.0007229012
D_73_min_6,0.00072113663
R_16_mean_6,0.0007203989
D_94_min_12,0.00072023494
D_94_max_12,0.00071976637
D_136_min_6,0.00071969733
D_80_max_12,0.00071898475
D_46_max_6,0.00071863126
D_94_mean_6,0.00071816315
D_82_min_6,0.0007174844
B_26_latest,0.0007171061
D_73_max_12,0.0007149682
D_69_mean_12,0.0007144604
D_60_min_6,0.00071392144
D_84_max_6,0.00071246014
B_41_min_6,0.00071223266
B_13_mean_6,0.0007118124
S_15_mean_6,0.00071147917
B_5_latest,0.00071015384
D_118_min_12,0.0007098765
D_80_min_6,0.0007095763
B_19_min_6,0.0007095421
R_2_mean_12,0.0007095152
R_14_mean_12,0.00070817745
R_18_mean_6,0.000708036
B_36_max_12,0.0007073306
B_40_min_12,0.00070715224
D_58_min_12,0.00070647866
R_6_mean_12,0.0007064262
B_37_mean_12,0.00070498436
R_7_latest,0.00070296274
D_80_max_6,0.00070244516
S_12_max_6,0.0007019705
D_128_min_12,0.00070187275
B_14_min_12,0.0007018045
D_47_mean_12,0.00070131227
S_19_mean_6,0.0007010793
R_6_mean_6,0.0007010375
B_5_mean_12,0.00070080324
D_71_min_6,0.00070025394
R_28_latest,0.0006994711
D_133_latest,0.00069915934
R_13_mean_12,0.00069848687
R_23_min_6,0.0006980127
S_9_mean_12,0.0006973887
R_21_max_12,0.0006973517
D_78_mean_6,0.0006968614
B_23_min_12,0.0006966643
D_46_min_12,0.0006962794
D_131_latest,0.0006953366
D_93_max_12,0.0006949703
B_11_min_6,0.00069466594
B_2_max_6,0.000694537
B_25_latest,0.0006943788
S_9_max_6,0.00069369393
R_13_mean_6,0.0006934729
D_80_latest,0.0006933604
D_43_latest,0.0006925895
D_144_mean_6,0.0006924108
S_8_max_6,0.0006918564
B_19_latest,0.00069168437
D_70_mean_12,0.0006913461
D_133_max_6,0.00069082086
D_127_min_6,0.0006903278
D_81_mean_6,0.0006900795
B_27_max_12,0.00068982114
P_4_min_6,0.0006888471
D_103_max_12,0.0006887407
R_24_min_12,0.0006885947
S_17_min_6,0.0006885122
D_93_latest,0.00068782025
S_25_min_6,0.00068764447
S_24_latest,0.0006876284
R_23_mean_12,0.0006851682
R_2_min_6,0.00068510766
B_6_latest,0.00068480516
D_125_max_12,0.00068479026
R_3_mean_12,0.0006844542
R_20_min_12,0.00068365375
B_41_max_6,0.000682426
D_44_mean_12,0.0006822985
D_119_mean_12,0.000682092
D_144_max_12,0.00068209117
D_56_mean_6,0.00068196526
D_81_min_6,0.00068194175
S_6_max_6,0.0006809707
D_96_min_12,0.00068000855
D_104_max_12,0.0006792408
D_130_latest,0.0006789038
R_5_max_6,0.00067850266
R_27_mean_12,0.0006784226
D_71_max_6,0.00067791576
P_4_max_12,0.0006775157
S_5_latest,0.0006772182
D_80_min_12,0.0006765714
R_3_min_12,0.0006763088
S_13_max_12,0.0006762277
D_129_mean_12,0.0006757334
D_74_max_6,0.0006750937
R_27_latest,0.00067460793
D_62_max_12,0.0006736825
R_2_max_6,0.000673279
D_109_mean_6,0.00067310914
D_81_max_12,0.0006723068
D_124_max_12,0.0006718231
D_84_latest,0.00067099027
R_24_mean_6,0.0006709251
B_12_mean_6,0.00067061436
B_8_mean_6,0.000669512
B_26_max_12,0.00066942244
D_70_min_12,0.0006693971
R_24_mean_12,0.00066908536
D_135_min_12,0.00066882954
R_19_min_6,0.0006683558
B_27_latest,0.000668348
D_89_max_12,0.000667925
D_113_latest,0.0006675044
D_104_mean_12,0.00066716387
S_23_latest,0.0006653139
D_41_max_12,0.0006646639
R_22_mean_12,0.00066446164
R_5_min_12,0.0006631768
D_89_min_12,0.0006624245
D_81_mean_12,0.00066199206
D_39_min_6,0.0006619688
S_22_max_6,0.0006615639
S_23_mean_12,0.0006610104
R_4_min_6,0.00066084706
D_132_min_12,0.00066071964
B_11_max_6,0.0006598774
D_62_max_6,0.00065976765
B_33_max_6,0.00065871066
R_12_max_12,0.0006585362
D_131_mean_12,0.0006577847
D_143_mean_12,0.00065698934
D_83_max_12,0.0006568782
D_128_max_6,0.000656566
D_79_mean_12,0.00065649714
R_21_min_12,0.000656423
D_128_mean_12,0.0006561876
B_22_mean_6,0.0006557092
D_59_mean_12,0.0006555436
B_27_mean_12,0.00065482437
S_25_max_6,0.00065470557
B_36_max_6,0.0006544937
D_126_-1.0_RespRate_12,0.00065431296
D_60_latest,0.000653942
D_106_latest,0.00065355405
S_27_latest,0.00065212295
D_44_min_12,0.0006520334
S_26_latest,0.00065187947
B_3_mean_6,0.0006512616
D_143_max_12,0.0006512194
D_105_max_6,0.0006511971
P_2_max_6,0.00065061776
D_144_latest,0.00065037806
D_47_min_12,0.0006498604
B_12_min_12,0.0006495839
R_13_max_6,0.0006492238
B_9_min_12,0.00064886716
B_33_max_12,0.0006486839
D_144_max_6,0.00064846297
R_18_min_6,0.0006474965
B_32_mean_12,0.0006465232
D_62_mean_6,0.00064614933
B_10_min_6,0.0006461192
R_8_mean_12,0.0006461183
B_9_max_6,0.0006456185
D_91_max_12,0.0006448698
D_105_latest,0.00064475904
R_7_min_12,0.0006442901
D_107_min_6,0.00064392464
B_36_mean_6,0.00064380735
D_118_max_12,0.0006436025
D_53_mean_12,0.00064350053
B_20_min_6,0.00064318546
B_41_max_12,0.00064295105
D_107_max_6,0.0006428317
D_80_mean_12,0.0006428261
D_78_min_12,0.0006420877
D_70_latest,0.0006420075
D_81_latest,0.00064087455
D_109_max_12,0.00064057286
R_24_min_6,0.00064002094
D_54_max_12,0.00063935644
B_26_min_6,0.0006382376
D_119_max_12,0.00063814386
R_7_mean_12,0.00063793105
D_141_min_12,0.0006371059
D_93_max_6,0.0006365103
D_127_mean_6,0.0006365071
D_42_max_6,0.0006364534
R_11_mean_12,0.0006363102
B_27_min_6,0.00063521246
B_37_min_12,0.0006351393
D_144_min_6,0.0006349553
D_117_6.0_RespRate_12,0.00063326827
D_39_mean_6,0.0006331836
D_94_max_6,0.0006320901
D_74_mean_6,0.00063134806
D_52_max_12,0.0006312084
R_19_mean_12,0.0006300363
R_6_max_6,0.0006290491
B_13_max_12,0.0006286222
B_40_mean_12,0.00062788324
D_47_latest,0.000627819
B_24_max_6,0.0006275297
B_19_min_12,0.0006274836
R_4_mean_12,0.0006273517
D_96_min_6,0.00062649016
S_3_max_6,0.0006263701
D_59_max_12,0.000626361
B_33_min_12,0.00062623975
D_139_max_6,0.000626035
B_16_max_12,0.000625182
B_6_min_12,0.00062509946
D_92_mean_12,0.00062496134
D_82_latest,0.0006247954
B_2_mean_6,0.00062458223
B_9_mean_6,0.00062440755
R_10_mean_6,0.00062398077
S_20_latest,0.0006231124
D_59_min_12,0.0006229748
D_137_min_6,0.0006226962
D_83_min_12,0.0006225408
S_20_mean_6,0.0006223976
P_4_latest,0.0006213459
D_66_nan_RespRate_6,0.00062129804
D_78_mean_12,0.00062127766
D_54_max_6,0.0006211066
D_61_min_12,0.00061984366
D_123_min_6,0.00061941217
D_96_latest,0.000618321
D_109_mean_12,0.00061796646
S_20_min_12,0.00061791553
S_19_mean_12,0.000617915
D_133_mean_6,0.0006172089
B_20_max_12,0.0006169346
D_102_max_12,0.0006169223
B_36_mean_12,0.00061652326
D_81_min_12,0.0006157433
D_82_mean_6,0.00061430084
B_21_max_12,0.0006129475
D_48_max_12,0.000612388
B_16_min_12,0.0006114188
B_28_max_6,0.0006113472
B_8_max_12,0.0006110002
D_113_max_6,0.0006107913
D_144_mean_12,0.00061075966
S_18_min_12,0.00061063416
D_141_mean_12,0.0006105829
S_20_max_6,0.00060980313
D_140_mean_12,0.000609653
B_32_latest,0.00060875044
S_27_max_12,0.00060868845
D_78_min_6,0.00060776516
D_118_mean_6,0.0006076877
D_123_latest,0.00060761225
B_28_min_6,0.0006059347
R_18_max_12,0.0006051531
S_8_min_12,0.0006044683
S_26_min_6,0.0006041307
S_16_max_6,0.00060384447
D_145_max_6,0.00060339714
B_18_mean_12,0.0006033081
R_5_max_12,0.0006032726
S_15_mean_12,0.0006031296
D_124_max_6,0.00060243165
B_26_max_6,0.0006022676
S_23_max_12,0.0006020329
D_55_min_6,0.00060186425
D_93_min_6,0.000601775
D_117_6.0_RespRate_6,0.00060159474
S_17_mean_12,0.0006014696
R_4_max_6,0.0006010813
B_32_mean_6,0.0005996588
D_69_max_6,0.00059840246
B_19_max_6,0.00059771107
D_56_mean_12,0.00059697084
S_11_min_6,0.00059671793
R_6_max_12,0.0005963906
D_39_max_12,0.0005955491
D_91_mean_6,0.0005948302
D_48_latest,0.00059478736
D_41_mean_6,0.0005944544
S_27_mean_12,0.00059374643
R_21_min_6,0.0005932059
R_3_max_12,0.0005927445
D_61_mean_6,0.0005926008
R_4_mean_6,0.0005924743
D_59_min_6,0.00059239345
S_9_min_6,0.00059220416
B_4_mean_12,0.0005920007
S_19_max_6,0.0005919589
B_8_latest,0.00059191004
D_102_latest,0.00059186114
S_25_mean_12,0.0005904709
D_113_mean_12,0.0005904512
S_13_min_6,0.0005891478
D_129_max_6,0.00058858615
R_10_min_12,0.0005876119
R_12_min_12,0.00058717205
B_27_max_6,0.0005871684
D_80_mean_6,0.0005860983
D_63_XZ_RespRate_12,0.0005858115
B_23_min_6,0.00058526336
D_130_max_12,0.0005845778
D_141_latest,0.00058399193
B_17_min_12,0.0005837251
B_3_min_12,0.0005831692
R_8_min_12,0.0005829786
D_141_max_12,0.0005822416
D_70_min_6,0.00058201095
D_143_mean_6,0.000581686
D_54_min_12,0.000581221
S_12_latest,0.0005809939
B_9_mean_12,0.0005807294
D_39_mean_12,0.00058061903
S_8_max_12,0.0005797163
R_25_mean_6,0.0005792124
R_14_latest,0.0005788597
S_20_mean_12,0.00057855045
D_78_max_12,0.0005783024
D_138_min_12,0.0005780208
B_38_4.0_RespRate_12,0.00057722547
D_91_min_12,0.0005770303
S_15_max_6,0.00057698466
D_69_min_12,0.00057594996
R_28_mean_12,0.0005758804
R_25_max_6,0.0005753307
D_65_mean_12,0.0005749735
P_3_min_12,0.000574044
D_121_min_6,0.00057396665
R_2_min_12,0.0005735028
D_94_min_6,0.00057247217
B_41_min_12,0.0005717735
D_119_mean_6,0.00057174306
S_18_min_6,0.0005712696
D_52_max_6,0.00057102035
R_17_min_12,0.0005702359
D_50_max_12,0.00056993245
B_21_max_6,0.00056973717
D_47_min_6,0.00056849123
S_18_latest,0.0005677692
B_16_min_6,0.0005657446
S_26_max_6,0.0005654326
R_21_mean_12,0.0005645843
D_81_max_6,0.0005643583
R_18_min_12,0.00056404946
D_109_latest,0.00056398567
D_124_mean_12,0.000563408
D_72_min_6,0.00056336453
D_53_min_6,0.00056285533
D_89_min_6,0.00056253484
D_44_max_12,0.00056153594
S_22_mean_6,0.00056124886
R_10_mean_12,0.00056093594
D_84_max_12,0.0005602878
D_56_latest,0.00055988133
P_3_latest,0.0005595815
R_3_mean_6,0.0005589092
R_16_latest,0.00055888895
S_25_latest,0.0005580534
D_115_min_12,0.000556777
D_77_latest,0.0005563217
R_24_max_6,0.0005562958
D_96_max_6,0.00055449654
D_125_min_12,0.000554034
D_91_max_6,0.00055395684
S_18_max_12,0.0005535306
R_16_min_6,0.0005529988
B_15_min_6,0.0005526882
D_72_mean_6,0.00055233226
D_129_latest,0.00055192475
R_16_mean_12,0.0005517819
R_21_latest,0.0005515375
B_12_max_6,0.00055099494
B_19_mean_12,0.00055024965
D_143_max_6,0.00055024074
S_27_min_12,0.0005499581
R_15_max_6,0.00054957863
D_118_latest,0.0005489367
D_117_2.0_Ever_12,0.00054813566
S_13_min_12,0.0005477312
D_41_latest,0.00054722885
D_127_max_6,0.00054685003
D_75_mean_6,0.00054537447
B_40_max_6,0.0005452238
B_13_min_12,0.0005448964
R_8_mean_6,0.0005447641
S_5_min_12,0.00054450036
D_61_max_6,0.0005442486
B_29_mean_6,0.00054412807
R_15_min_6,0.00054370286
S_11_latest,0.0005435474
D_133_max_12,0.00054347795
D_77_max_12,0.00054308947
D_69_min_6,0.00054252526
D_72_max_6,0.00054218766
R_13_latest,0.000541424
D_77_max_6,0.00054031634
D_113_min_6,0.00053980463
B_38_6.0_Ever_6,0.00053899555
D_82_max_6,0.00053890934
D_137_max_12,0.00053860125
D_135_mean_6,0.00053849054
D_106_max_6,0.0005382693
D_141_mean_6,0.0005379449
D_125_latest,0.0005370188
D_74_latest,0.00053676585
R_23_latest,0.00053647
D_45_min_12,0.0005361381
D_86_min_6,0.0005361272
B_15_latest,0.000536116
D_96_mean_6,0.0005360968
D_123_max_12,0.0005359238
B_40_min_6,0.00053473323
S_18_mean_6,0.0005344838
S_20_min_6,0.0005343779
D_83_max_6,0.0005343672
B_36_min_6,0.00053370267
D_102_mean_12,0.000532716
B_32_min_12,0.00053269835
S_19_max_12,0.0005323362
B_38_7.0_RespRate_12,0.0005317497
D_143_min_6,0.0005316702
S_16_mean_6,0.00053145975
D_129_mean_6,0.00053103076
B_40_max_12,0.00053034554
D_133_min_6,0.0005303205
D_106_min_6,0.0005301825
S_7_min_6,0.0005301019
D_128_latest,0.0005299328
B_15_mean_6,0.00052970054
R_19_min_12,0.00052967086
B_15_min_12,0.00052964827
D_119_latest,0.0005296406
D_86_max_12,0.00052926864
D_113_min_12,0.0005292253
R_22_latest,0.0005291829
D_109_max_6,0.0005291667
S_6_max_12,0.00052913895
B_32_min_6,0.00052909704
B_40_latest,0.0005286631
R_16_min_12,0.00052831275
B_8_min_12,0.0005281258
D_103_latest,0.00052764727
D_46_mean_12,0.00052755856
D_84_min_12,0.0005274891
S_11_max_6,0.0005274293
S_22_latest,0.0005266385
D_91_latest,0.00052510627
D_140_mean_6,0.0005249981
S_8_mean_12,0.0005246514
D_103_max_6,0.0005243408
R_23_max_12,0.00052420277
D_135_latest,0.00052397733
R_13_max_12,0.00052389794
R_8_latest,0.0005236554
B_29_mean_12,0.0005226893
D_84_min_6,0.0005218816
B_8_min_6,0.0005217215
D_54_min_6,0.00052170205
D_119_max_6,0.00052155915
R_2_max_12,0.0005185982
R_15_latest,0.00051859213
D_89_max_6,0.00051814475
R_17_min_6,0.0005179901
D_61_latest,0.0005175011
R_17_latest,0.0005174643
B_24_mean_12,0.00051730126
R_19_max_6,0.0005158721
D_58_max_12,0.00051578967
B_15_max_6,0.00051547686
R_5_mean_6,0.00051540125
